source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
OR2_100201_HT_15N_NAA_SCX6	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100201_HT_15N_NAA_SCX6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100201_HT_15N_NAA_SCX6.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100201_HT_15N_NAA_SCX6.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR2_100129_HT_15N_NAA_SCX36	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100129_HT_15N_NAA_SCX36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100129_HT_15N_NAA_SCX36.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100129_HT_15N_NAA_SCX36.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR2_100201_HT_14N_NAA_F2F3_1	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100201_HT_14N_NAA_F2F3_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100201_HT_14N_NAA_F2F3_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100201_HT_14N_NAA_F2F3_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_100309_HT_15N_NAA_SCX30	arabidopsis thaliana	not available	not applicable	not available	1	OR1_100309_HT_15N_NAA_SCX30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_100309_HT_15N_NAA_SCX30.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_100309_HT_15N_NAA_SCX30.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR2_100129_HT_15N_NAA_SCX40	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100129_HT_15N_NAA_SCX40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100129_HT_15N_NAA_SCX40.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100129_HT_15N_NAA_SCX40.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR2_100201_HT_15N_NAA_SCX14	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100201_HT_15N_NAA_SCX14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100201_HT_15N_NAA_SCX14.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100201_HT_15N_NAA_SCX14.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR2_100105_HT_NAA2hourSCX13	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100105_HT_NAA2hourSCX13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100105_HT_NAA2hourSCX13.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100105_HT_NAA2hourSCX13.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR2_100105_HT_NAA2hourSCX9	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100105_HT_NAA2hourSCX9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100105_HT_NAA2hourSCX9.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100105_HT_NAA2hourSCX9.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR2_100201_HT_14N_NAA_F2F3	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100201_HT_14N_NAA_F2F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100201_HT_14N_NAA_F2F3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100201_HT_14N_NAA_F2F3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_100215_HT_15N_NAA_IMAC_F2_2	arabidopsis thaliana	not available	not applicable	not available	2	OR1_100215_HT_15N_NAA_IMAC_F2_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_100215_HT_15N_NAA_IMAC_F2_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_100215_HT_15N_NAA_IMAC_F2_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_091109_HT_NAA14N2hoursSCX39	arabidopsis thaliana	not available	not applicable	not available	1	OR1_091109_HT_NAA14N2hoursSCX39	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_091109_HT_NAA14N2hoursSCX39.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_091109_HT_NAA14N2hoursSCX39.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_100215_HT_15N_NAA_SCX14_1	arabidopsis thaliana	not available	not applicable	not available	1	OR1_100215_HT_15N_NAA_SCX14_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_100215_HT_15N_NAA_SCX14_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_100215_HT_15N_NAA_SCX14_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR2_100201_HT_15N_NAA_SCX4	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100201_HT_15N_NAA_SCX4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100201_HT_15N_NAA_SCX4.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100201_HT_15N_NAA_SCX4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR2_100129_HT_15N_NAA_SCX39	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100129_HT_15N_NAA_SCX39	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100129_HT_15N_NAA_SCX39.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100129_HT_15N_NAA_SCX39.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_091109_HT_NAA14N2hoursSCX1	arabidopsis thaliana	not available	not applicable	not available	1	OR1_091109_HT_NAA14N2hoursSCX1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_091109_HT_NAA14N2hoursSCX1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_091109_HT_NAA14N2hoursSCX1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_091109_HT_NAA14N2hoursSCX14	arabidopsis thaliana	not available	not applicable	not available	1	OR1_091109_HT_NAA14N2hoursSCX14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_091109_HT_NAA14N2hoursSCX14.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_091109_HT_NAA14N2hoursSCX14.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_100215_HT_15N_NAA_SCX13_1	arabidopsis thaliana	not available	not applicable	not available	1	OR1_100215_HT_15N_NAA_SCX13_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_100215_HT_15N_NAA_SCX13_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_100215_HT_15N_NAA_SCX13_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_100215_HT_15N_NAA_IMAC_F3_1	arabidopsis thaliana	not available	not applicable	not available	1	OR1_100215_HT_15N_NAA_IMAC_F3_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_100215_HT_15N_NAA_IMAC_F3_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_100215_HT_15N_NAA_IMAC_F3_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR2_100201_HT_15N_NAA_SCX14_2	arabidopsis thaliana	not available	not applicable	not available	2	OR2_100201_HT_15N_NAA_SCX14_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100201_HT_15N_NAA_SCX14_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100201_HT_15N_NAA_SCX14_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR2_100129_HT_15N_NAA_SCX32	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100129_HT_15N_NAA_SCX32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100129_HT_15N_NAA_SCX32.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100129_HT_15N_NAA_SCX32.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR2_100105_HT_NAA2hourSCX15	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100105_HT_NAA2hourSCX15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100105_HT_NAA2hourSCX15.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100105_HT_NAA2hourSCX15.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR2_100105_HT_NAA2hourSCX14	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100105_HT_NAA2hourSCX14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100105_HT_NAA2hourSCX14.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100105_HT_NAA2hourSCX14.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_091109_HT_NAA14N2hoursSCX23	arabidopsis thaliana	not available	not applicable	not available	1	OR1_091109_HT_NAA14N2hoursSCX23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_091109_HT_NAA14N2hoursSCX23.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_091109_HT_NAA14N2hoursSCX23.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR2_100201_HT_15N_NAA_SCX22	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100201_HT_15N_NAA_SCX22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100201_HT_15N_NAA_SCX22.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100201_HT_15N_NAA_SCX22.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR2_100105_HT_NAA2hourSCX32	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100105_HT_NAA2hourSCX32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100105_HT_NAA2hourSCX32.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100105_HT_NAA2hourSCX32.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR3_100413_HT_15N_NAA_SCX35	arabidopsis thaliana	not available	not applicable	not available	1	OR3_100413_HT_15N_NAA_SCX35	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR3_100413_HT_15N_NAA_SCX35.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR3_100413_HT_15N_NAA_SCX35.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_100215_HT_15N_NAA_SCX12_1	arabidopsis thaliana	not available	not applicable	not available	1	OR1_100215_HT_15N_NAA_SCX12_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_100215_HT_15N_NAA_SCX12_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_100215_HT_15N_NAA_SCX12_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR2_100201_HT_15N_NAA_SCX25	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100201_HT_15N_NAA_SCX25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100201_HT_15N_NAA_SCX25.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100201_HT_15N_NAA_SCX25.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_091109_HT_NAA14N2hoursSCX38	arabidopsis thaliana	not available	not applicable	not available	1	OR1_091109_HT_NAA14N2hoursSCX38	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_091109_HT_NAA14N2hoursSCX38.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_091109_HT_NAA14N2hoursSCX38.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_100215_HT_15N_NAA_SCX9	arabidopsis thaliana	not available	not applicable	not available	1	OR1_100215_HT_15N_NAA_SCX9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_100215_HT_15N_NAA_SCX9.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_100215_HT_15N_NAA_SCX9.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_100215_HT_15N_NAA_IMAC_F2_1	arabidopsis thaliana	not available	not applicable	not available	1	OR1_100215_HT_15N_NAA_IMAC_F2_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_100215_HT_15N_NAA_IMAC_F2_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_100215_HT_15N_NAA_IMAC_F2_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_091109_HT_NAA14N2hoursSCX34	arabidopsis thaliana	not available	not applicable	not available	1	OR1_091109_HT_NAA14N2hoursSCX34	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_091109_HT_NAA14N2hoursSCX34.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_091109_HT_NAA14N2hoursSCX34.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_100215_HT_15N_NAA_IMAC_F3_2	arabidopsis thaliana	not available	not applicable	not available	2	OR1_100215_HT_15N_NAA_IMAC_F3_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_100215_HT_15N_NAA_IMAC_F3_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_100215_HT_15N_NAA_IMAC_F3_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_091109_HT_NAA14N2hoursSCX13	arabidopsis thaliana	not available	not applicable	not available	1	OR1_091109_HT_NAA14N2hoursSCX13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_091109_HT_NAA14N2hoursSCX13.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_091109_HT_NAA14N2hoursSCX13.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR2_100129_HT_15N_NAA_SCX28	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100129_HT_15N_NAA_SCX28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100129_HT_15N_NAA_SCX28.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100129_HT_15N_NAA_SCX28.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_091109_HT_NAA14N2hoursSCX11	arabidopsis thaliana	not available	not applicable	not available	1	OR1_091109_HT_NAA14N2hoursSCX11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_091109_HT_NAA14N2hoursSCX11.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_091109_HT_NAA14N2hoursSCX11.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR3_100413_HT_15N_NAA_SCX38	arabidopsis thaliana	not available	not applicable	not available	1	OR3_100413_HT_15N_NAA_SCX38	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR3_100413_HT_15N_NAA_SCX38.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR3_100413_HT_15N_NAA_SCX38.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
