source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[material type]	characteristics[biological replicate]	characteristics[phenotype]	characteristics[strain or breed]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[phenotype]
PXD038450-Sample-24	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=myocardial infarction;AC=MONDO:0005068	not available	not available	not available	not available	Intermediate_WT_MI_rep2	tissue	2	Wild-type whole heart at the Intermediate timepoint after myocardial infarction	not available	HFX_7366_ETZ_T2_WT-MI_2_170518	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4.5 ppm	20 ppm	1	1	HFX_7366_ETZ_T2_WT-MI_2_170518.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	Intermediate_WT_MI
PXD038450-Sample-25	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=myocardial infarction;AC=MONDO:0005068	not available	not available	not available	not available	Intermediate_WT_MI_rep3	tissue	3	Wild-type whole heart at the Intermediate timepoint after myocardial infarction	not available	HFX_7366_ETZ_T2_WT-MI_3_170518	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4.5 ppm	20 ppm	1	1	HFX_7366_ETZ_T2_WT-MI_3_170518.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	Intermediate_WT_MI
PXD038450-Sample-26	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=myocardial infarction;AC=MONDO:0005068	not available	not available	not available	not available	Intermediate_WT_MI_rep4	tissue	4	Wild-type whole heart at the Intermediate timepoint after myocardial infarction	not available	HFX_7366_ETZ_T2_WT-MI_4_170518	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4.5 ppm	20 ppm	1	1	HFX_7366_ETZ_T2_WT-MI_4_170518.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	Intermediate_WT_MI
PXD038450-Sample-27	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	Intermediate_WT_sham_rep1	tissue	1	Wild-type whole heart at the Intermediate timepoint, sham-operated control	not available	HFX_7366_ETZ_T2_WT-sham_1_170518	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4.5 ppm	20 ppm	1	1	HFX_7366_ETZ_T2_WT-sham_1_170518.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	Intermediate_WT_sham
PXD038450-Sample-28	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	Intermediate_WT_sham_rep2	tissue	2	Wild-type whole heart at the Intermediate timepoint, sham-operated control	not available	HFX_7366_ETZ_T2_WT-sham_2_170518	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4.5 ppm	20 ppm	1	1	HFX_7366_ETZ_T2_WT-sham_2_170518.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	Intermediate_WT_sham
PXD038450-Sample-29	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	Intermediate_WT_sham_rep3	tissue	3	Wild-type whole heart at the Intermediate timepoint, sham-operated control	not available	HFX_7366_ETZ_T2_WT-sham_3_170518	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4.5 ppm	20 ppm	1	1	HFX_7366_ETZ_T2_WT-sham_3_170518.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	Intermediate_WT_sham
PXD038450-Sample-30	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	Intermediate_WT_sham_rep4	tissue	4	Wild-type whole heart at the Intermediate timepoint, sham-operated control	not available	HFX_7366_ETZ_T2_WT-sham_4_170518	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4.5 ppm	20 ppm	1	1	HFX_7366_ETZ_T2_WT-sham_4_170518.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	Intermediate_WT_sham
PXD038450-Sample-31	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=myocardial infarction;AC=MONDO:0005068	not available	not available	not available	not available	Rediff_OE_MI_rep1	tissue	1	Redifferentiated (formerly caERBB2-overexpressing) whole heart at the Rediff timepoint after myocardial...	not available	HFX_7366_ETZ_T3_OE-MI_1_170518	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4.5 ppm	20 ppm	1	1	HFX_7366_ETZ_T3_OE-MI_1_170518.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	Rediff_OE_MI
PXD038450-Sample-32	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=myocardial infarction;AC=MONDO:0005068	not available	not available	not available	not available	Rediff_OE_MI_rep2	tissue	2	Redifferentiated (formerly caERBB2-overexpressing) whole heart at the Rediff timepoint after myocardial...	not available	HFX_7366_ETZ_T3_OE-MI_2_170518	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4.5 ppm	20 ppm	1	1	HFX_7366_ETZ_T3_OE-MI_2_170518.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	Rediff_OE_MI
PXD038450-Sample-33	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	Rediff_OE_sham_rep1	tissue	1	Redifferentiated (formerly caERBB2-overexpressing) whole heart at the Rediff timepoint, sham-operated	not available	HFX_7366_ETZ_T3_OE-sham_1_170518	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4.5 ppm	20 ppm	1	1	HFX_7366_ETZ_T3_OE-sham_1_170518.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	Rediff_OE_sham
PXD038450-Sample-34	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	Rediff_OE_sham_rep2	tissue	2	Redifferentiated (formerly caERBB2-overexpressing) whole heart at the Rediff timepoint, sham-operated	not available	HFX_7366_ETZ_T3_OE-sham_2_170518	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4.5 ppm	20 ppm	1	1	HFX_7366_ETZ_T3_OE-sham_2_170518.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	Rediff_OE_sham
PXD038450-Sample-35	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	Rediff_OE_sham_rep3	tissue	3	Redifferentiated (formerly caERBB2-overexpressing) whole heart at the Rediff timepoint, sham-operated	not available	HFX_7366_ETZ_T3_OE-sham_3_170518	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4.5 ppm	20 ppm	1	1	HFX_7366_ETZ_T3_OE-sham_3_170518.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	Rediff_OE_sham
PXD038450-Sample-36	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	Rediff_OE_sham_rep4	tissue	4	Redifferentiated (formerly caERBB2-overexpressing) whole heart at the Rediff timepoint, sham-operated	not available	HFX_7366_ETZ_T3_OE-sham_4_170518	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4.5 ppm	20 ppm	1	1	HFX_7366_ETZ_T3_OE-sham_4_170518.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	Rediff_OE_sham
PXD038450-Sample-37	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=myocardial infarction;AC=MONDO:0005068	not available	not available	not available	not available	Rediff_WT_MI_rep1	tissue	1	Wild-type whole heart at the Rediff timepoint after myocardial infarction	not available	HFX_7366_ETZ_T3_WT-MI_1_170518	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4.5 ppm	20 ppm	1	1	HFX_7366_ETZ_T3_WT-MI_1_170518.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	Rediff_WT_MI
PXD038450-Sample-38	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=myocardial infarction;AC=MONDO:0005068	not available	not available	not available	not available	Rediff_WT_MI_rep2	tissue	2	Wild-type whole heart at the Rediff timepoint after myocardial infarction	not available	HFX_7366_ETZ_T3_WT-MI_2_170518	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4.5 ppm	20 ppm	1	1	HFX_7366_ETZ_T3_WT-MI_2_170518.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	Rediff_WT_MI
PXD038450-Sample-39	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=myocardial infarction;AC=MONDO:0005068	not available	not available	not available	not available	Rediff_WT_MI_rep3	tissue	3	Wild-type whole heart at the Rediff timepoint after myocardial infarction	not available	HFX_7366_ETZ_T3_WT-MI_3_170518	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4.5 ppm	20 ppm	1	1	HFX_7366_ETZ_T3_WT-MI_3_170518.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	Rediff_WT_MI
PXD038450-Sample-40	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=myocardial infarction;AC=MONDO:0005068	not available	not available	not available	not available	Rediff_WT_MI_rep4	tissue	4	Wild-type whole heart at the Rediff timepoint after myocardial infarction	not available	HFX_7366_ETZ_T3_WT-MI_4_170518_20180601074633	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4.5 ppm	20 ppm	1	1	HFX_7366_ETZ_T3_WT-MI_4_170518_20180601074633.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	Rediff_WT_MI
PXD038450-Sample-41	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	Rediff_WT_sham_rep1	tissue	1	Wild-type whole heart at the Rediff timepoint, sham-operated control	not available	HFX_7366_ETZ_T3_WT-sham_1_170518	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4.5 ppm	20 ppm	1	1	HFX_7366_ETZ_T3_WT-sham_1_170518.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	Rediff_WT_sham
PXD038450-Sample-42	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	Rediff_WT_sham_rep2	tissue	2	Wild-type whole heart at the Rediff timepoint, sham-operated control	not available	HFX_7366_ETZ_T3_WT-sham_2_170518	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4.5 ppm	20 ppm	1	1	HFX_7366_ETZ_T3_WT-sham_2_170518.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	Rediff_WT_sham
PXD038450-Sample-43	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	Rediff_WT_sham_rep3	tissue	3	Wild-type whole heart at the Rediff timepoint, sham-operated control	not available	HFX_7366_ETZ_T3_WT-sham_3_170518	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4.5 ppm	20 ppm	1	1	HFX_7366_ETZ_T3_WT-sham_3_170518.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	Rediff_WT_sham
PXD038450-Sample-44	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	Rediff_WT_sham_rep4	tissue	4	Wild-type whole heart at the Rediff timepoint, sham-operated control	not available	HFX_7366_ETZ_T3_WT-sham_4_170518	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	4.5 ppm	20 ppm	1	1	HFX_7366_ETZ_T3_WT-sham_4_170518.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	Rediff_WT_sham
