source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
QEplus013839	Saccharomyces cerevisiae	not available	1	QEplus013839	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013839.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013824	Saccharomyces cerevisiae	not available	1	QEplus013824	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013824.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016019	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016019.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013853	Saccharomyces cerevisiae	not available	1	QEplus013853	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013853.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016039	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016039	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016039.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016018	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016018	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016018.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016030	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016030	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016030.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016175	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016175	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016175.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016185	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016185	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016185.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016396	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016396	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016396.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013878	Saccharomyces cerevisiae	not available	1	QEplus013878	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013878.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016082	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016082	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016082.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013806	Saccharomyces cerevisiae	not available	1	QEplus013806	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013806.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016005	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016005	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016005.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016077	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016077	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016077.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016031	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016031	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016031.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016383	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016383	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016383.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016022	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013813	Saccharomyces cerevisiae	not available	1	QEplus013813	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013813.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013836	Saccharomyces cerevisiae	not available	1	QEplus013836	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013836.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016062	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016062	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016062.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016015	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016015	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016015.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016410	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016410	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016410.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013848	Saccharomyces cerevisiae	not available	1	QEplus013848	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013848.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013812	Saccharomyces cerevisiae	not available	1	QEplus013812	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013812.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016182	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016182	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016182.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016135	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016135	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016135.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016198	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016198	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016198.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013831	Saccharomyces cerevisiae	not available	1	QEplus013831	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013831.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
QEplus013863	Saccharomyces cerevisiae	not available	1	QEplus013863	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	QEplus013863.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ELITE-RSLC016386	Saccharomyces cerevisiae	not available	1	ELITE-RSLC016386	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	ELITE-RSLC016386.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
