source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[quenching reagent]	comment[reduction reagent]	comment[alkylation reagent]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD052832-Sample-1	homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	not available	26.4 Å	not available	not available	B190824_07_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX10_rep1_HNmeth	proteomic profiling by mass spectrometry	B190824_07_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX10_rep1_HNmeth.raw	1	IN130_SCX17_hSAX10_rep1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	2 ppm	5 ppm	strong cation exchange and high-pH strong anion exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052832-Sample-1	homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	not available	26.4 Å	not available	not available	B190824_09_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX05_rep1_HNmeth	proteomic profiling by mass spectrometry	B190824_09_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX05_rep1_HNmeth.raw	1	IN130_SCX17_hSAX05_rep1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	2 ppm	5 ppm	strong cation exchange and high-pH strong anion exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052832-Sample-1	homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	not available	26.4 Å	not available	not available	B190824_10_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX05_rep2_HNmeth	proteomic profiling by mass spectrometry	B190824_10_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX05_rep2_HNmeth.raw	1	IN130_SCX17_hSAX05_rep2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	2 ppm	5 ppm	strong cation exchange and high-pH strong anion exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052832-Sample-1	homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	not available	26.4 Å	not available	not available	B190824_11_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX04_rep1_HNmeth	proteomic profiling by mass spectrometry	B190824_11_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX04_rep1_HNmeth.raw	1	IN130_SCX17_hSAX04_rep1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	2 ppm	5 ppm	strong cation exchange and high-pH strong anion exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052832-Sample-1	homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	not available	26.4 Å	not available	not available	B190824_12_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX04_rep1_HNmeth	proteomic profiling by mass spectrometry	B190824_12_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX04_rep1_HNmeth.raw	2	IN130_SCX17_hSAX04_rep1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	2 ppm	5 ppm	strong cation exchange and high-pH strong anion exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052832-Sample-1	homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	not available	26.4 Å	not available	not available	B190824_13_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX03_rep1_HLmeth	proteomic profiling by mass spectrometry	B190824_13_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX03_rep1_HLmeth.raw	1	IN130_SCX17_hSAX03_rep1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	2 ppm	5 ppm	strong cation exchange and high-pH strong anion exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052832-Sample-1	homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	not available	26.4 Å	not available	not available	B190824_14_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX02_rep1_HLmeth	proteomic profiling by mass spectrometry	B190824_14_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX02_rep1_HLmeth.raw	1	IN130_SCX17_hSAX02_rep1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	2 ppm	5 ppm	strong cation exchange and high-pH strong anion exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052832-Sample-1	homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	not available	26.4 Å	not available	not available	B190824_15_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX02_rep2_HLmeth	proteomic profiling by mass spectrometry	B190824_15_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX02_rep2_HLmeth.raw	1	IN130_SCX17_hSAX02_rep2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	2 ppm	5 ppm	strong cation exchange and high-pH strong anion exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052832-Sample-1	homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	not available	26.4 Å	not available	not available	B190824_16_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX01_rep1_HLmeth	proteomic profiling by mass spectrometry	B190824_16_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX01_rep1_HLmeth.raw	1	IN130_SCX17_hSAX01_rep1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	2 ppm	5 ppm	strong cation exchange and high-pH strong anion exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052832-Sample-1	homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	not available	26.4 Å	not available	not available	B190824_17_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX01_rep2_LLmeth	proteomic profiling by mass spectrometry	B190824_17_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX01_rep2_LLmeth.raw	1	IN130_SCX17_hSAX01_rep2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	2 ppm	5 ppm	strong cation exchange and high-pH strong anion exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052832-Sample-1	homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	not available	26.4 Å	not available	not available	B190824_18_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX01_rep3_LLmeth	proteomic profiling by mass spectrometry	B190824_18_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX01_rep3_LLmeth.raw	1	IN130_SCX17_hSAX01_rep3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	2 ppm	5 ppm	strong cation exchange and high-pH strong anion exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052832-Sample-1	homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	not available	26.4 Å	not available	not available	B190824_19_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX02_rep3_LLmeth	proteomic profiling by mass spectrometry	B190824_19_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX02_rep3_LLmeth.raw	1	IN130_SCX17_hSAX02_rep3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	2 ppm	5 ppm	strong cation exchange and high-pH strong anion exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052832-Sample-1	homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	not available	26.4 Å	not available	not available	B190824_20_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX02_rep4_LLmeth	proteomic profiling by mass spectrometry	B190824_20_HF_PR_IN_130_mito_DSSO_SOL_SCX17_hSAX02_rep4_LLmeth.raw	1	IN130_SCX17_hSAX02_rep4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	2 ppm	5 ppm	strong cation exchange and high-pH strong anion exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052832-Sample-1	homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	not available	26.4 Å	not available	not available	B190905_02_HF_PR_IN_130_mito_DSSO_SOL_SCX18_hSAX06_rep1_LSmeth	proteomic profiling by mass spectrometry	B190905_02_HF_PR_IN_130_mito_DSSO_SOL_SCX18_hSAX06_rep1_LSmeth.raw	1	IN130_SCX18_hSAX06_rep1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	2 ppm	5 ppm	strong cation exchange and high-pH strong anion exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052832-Sample-1	homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	not available	26.4 Å	not available	not available	B190905_03_HF_PR_IN_130_mito_DSSO_SOL_SCX18_hSAX06_rep2_LSmeth	proteomic profiling by mass spectrometry	B190905_03_HF_PR_IN_130_mito_DSSO_SOL_SCX18_hSAX06_rep2_LSmeth.raw	1	IN130_SCX18_hSAX06_rep2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	2 ppm	5 ppm	strong cation exchange and high-pH strong anion exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052832-Sample-1	homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	not available	26.4 Å	not available	not available	B190905_04_HF_PR_IN_130_mito_DSSO_SOL_SCX18_hSAX07_rep1_LSmeth	proteomic profiling by mass spectrometry	B190905_04_HF_PR_IN_130_mito_DSSO_SOL_SCX18_hSAX07_rep1_LSmeth.raw	1	IN130_SCX18_hSAX07_rep1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	2 ppm	5 ppm	strong cation exchange and high-pH strong anion exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052832-Sample-1	homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	not available	26.4 Å	not available	not available	B190905_05_HF_PR_IN_130_mito_DSSO_SOL_SCX18_hSAX07_rep2_LSmeth	proteomic profiling by mass spectrometry	B190905_05_HF_PR_IN_130_mito_DSSO_SOL_SCX18_hSAX07_rep2_LSmeth.raw	1	IN130_SCX18_hSAX07_rep2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	2 ppm	5 ppm	strong cation exchange and high-pH strong anion exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052832-Sample-1	homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	not available	26.4 Å	not available	not available	B190905_06_HF_PR_IN_130_mito_DSSO_SOL_SCX18_hSAX08_rep1_HNmeth	proteomic profiling by mass spectrometry	B190905_06_HF_PR_IN_130_mito_DSSO_SOL_SCX18_hSAX08_rep1_HNmeth.raw	1	IN130_SCX18_hSAX08_rep1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	2 ppm	5 ppm	strong cation exchange and high-pH strong anion exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052832-Sample-1	homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	not available	26.4 Å	not available	not available	B190905_07_HF_PR_IN_130_mito_DSSO_SOL_SCX18_hSAX08_rep2_HNmeth	proteomic profiling by mass spectrometry	B190905_07_HF_PR_IN_130_mito_DSSO_SOL_SCX18_hSAX08_rep2_HNmeth.raw	1	IN130_SCX18_hSAX08_rep2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	2 ppm	5 ppm	strong cation exchange and high-pH strong anion exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052832-Sample-1	homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	not available	26.4 Å	not available	not available	B190905_08_HF_PR_IN_130_mito_DSSO_SOL_SCX18_hSAX09_rep1_HNmeth	proteomic profiling by mass spectrometry	B190905_08_HF_PR_IN_130_mito_DSSO_SOL_SCX18_hSAX09_rep1_HNmeth.raw	1	IN130_SCX18_hSAX09_rep1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	2 ppm	5 ppm	strong cation exchange and high-pH strong anion exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD052832-Sample-1	homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	not available	26.4 Å	not available	not available	B190905_09_HF_PR_IN_130_mito_DSSO_SOL_SCX18_hSAX10_rep1_HNmeth	proteomic profiling by mass spectrometry	B190905_09_HF_PR_IN_130_mito_DSSO_SOL_SCX18_hSAX10_rep1_HNmeth.raw	1	IN130_SCX18_hSAX10_rep1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	2 ppm	5 ppm	strong cation exchange and high-pH strong anion exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
